	standard_concept_name
9144	colesevelam hydrochloride 3750 MG Powder for Oral Suspension
9145	triazolam
9146	hydroxyzine hydrochloride 25 MG
9147	clindamycin 150 MG Oral Capsule [ClindaRobe]
9148	benzoyl peroxide 40 MG/ML Medicated Liquid Soap
9149	dapagliflozin 5 MG Oral Tablet
9150	prednisolone 10 MG Disintegrating Oral Tablet
9151	8 ML furosemide 10 MG/ML Prefilled Syringe
9152	fluvoxamine maleate 100 MG [Luvox]
9153	meloxicam 10 MG Oral Capsule [Vivlodex]
9154	fluphenazine hydrochloride 10 MG Oral Tablet [Prolixin]
9155	varicella-zoster virus vaccine live (Oka-Merck) strain 29800 UNT/ML Injection [Zostavax]
9156	500 ML soybean oil 200 MG/ML Injection [Intralipid]
9157	potassium citrate 5 MEQ [Urocit-K]
9158	270 ACTUAT epinephrine 0.22 MG/ACTUAT Metered Dose Inhaler [Primatene Mist Inhaler]
9159	{7 (perampanel 4 MG Oral Tablet) / 7 (perampanel 6 MG Oral Tablet) } Pack
9160	insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension [Human Mixtard]
9161	acetaminophen 650 MG / codeine phosphate 60 MG Oral Tablet [Cocet]
9162	sulfamethoxazole 400 MG / trimethoprim 80 MG Oral Tablet [Comixco]
9163	guaifenesin 20 MG/ML Oral Solution [Scot-Tussin]
9164	mesalamine Delayed Release Oral Tablet [Lialda]
9165	glycerin 330 MG/ML / phenol 15 MG/ML Mucosal Spray
9166	benzocaine 100 MG/ML Mucous Membrane Topical Solution [Anbesol]
9167	triamcinolone 0.25 MG/MG
9168	dicyclomine hydrochloride 20 MG Oral Capsule
9169	menthol 0.0044 MG/MG / zinc oxide 0.2 MG/MG Topical Ointment
9170	nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML Topical Cream
9171	24 HR amphetamine aspartate 2.5 MG / amphetamine sulfate 2.5 MG / dextroamphetamine saccharate 2.5 MG / dextroamphetamine sulfate 2.5 MG Extended Release Oral Capsule [Adderall]
9172	Enoxaparin Injection
9173	droperidol / fentanyl Injectable Solution
9174	methylprednisolone 125 MG Injection
9175	fluconazole
9176	1000 ML glucose 50 MG/ML / potassium chloride 0.01 MEQ/ML / sodium chloride 4.5 MG/ML Injection
9177	bacitracin 0.5 UNT/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment
9178	magnesium chloride 200 MG/ML Injectable Solution
9179	eszopiclone 1 MG Oral Tablet [Lunesta]
9180	alprostadil 0.04 MG Injection
9181	84 HR estradiol 0.00156 MG/HR Transdermal System [Minivelle]
9182	sodium fluoride 0.011 MG/MG Toothpaste [Dentagel]
9183	colestipol hydrochloride 1000 MG Oral Tablet [Colestid]
9184	sodium chloride 70 MG/ML Inhalation Solution [Hyper-Sal]
9185	lansoprazole 30 MG Disintegrating Oral Tablet [Prevacid]
9186	petrolatum 0.49 MG/MG / zinc oxide 0.15 MG/MG Topical Ointment
9187	3 ML sodium hyaluronate 10 MG/ML Prefilled Syringe [Gel-One]
9188	terconazole 4 MG/ML Vaginal Cream
9189	sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet [Uroplus]
9190	apraclonidine 10 MG/ML Ophthalmic Solution
9191	fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Wixela]
9192	30 ACTUAT mometasone furoate 0.11 MG/ACTUAT Dry Powder Inhaler
9193	insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Prefilled Syringe [Novolin]
9194	fluocinolone acetonide 0.18 MG Drug Implant
9195	acetaminophen 325 MG Rectal Suppository [Acephen]
9196	desipramine hydrochloride 10 MG Oral Tablet [Norpramin]
9197	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 2 MG/ML Oral Solution
9198	inulin 1500 MG Chewable Tablet
9199	phenol 14.5 MG Oral Lozenge
9200	monobasic potassium phosphate 155 MG / sodium phosphate, monobasic 350 MG Oral Tablet
9201	Ciprofloxacin 10 MG/ML Injectable Solution
9202	phenobarbital 130 MG/ML
9203	ketoprofen 50 MG [Orudis]
9204	potassium chloride 25 MEQ
9205	acetaminophen 250 MG / hydrocodone bitartrate 10 MG Oral Tablet
9206	benzoyl peroxide 0.1 MG/MG Medicated Bar Soap [PanOxyl]
9207	dimethicone 10 MG/ML / zinc oxide 100 MG/ML Topical Cream
9208	hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Accuretic]
9209	{2 (60 ML ifosfamide 50 MG/ML Injection) / 6 (mesna 100 MG/ML Injectable Solution) } Pack
9210	0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML / hepatitis B surface antigen vaccine 0.01 MG/ML Injection [COMVAX]
9211	primidone 50 MG/ML Oral Suspension
9212	sulfur 20 MG/ML Medicated Shampoo
9213	acetaminophen 21.7 MG/ML / butalbital 3.33 MG/ML / caffeine 2.67 MG/ML Oral Solution [Vanatol]
9214	acetic acid 0.009 MG/MG / oxyquinoline sulfate 0.00025 MG/MG Vaginal Gel [Relagard]
9215	Emollient hydrocortisone acetate 25 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Cream [Pramosone]
9216	nabumetone 1000 MG Oral Tablet
9217	urea 100 MG/ML Topical Lotion [Nutraplus]
9218	24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet
9219	alprostadil 0.25 MG Urethral Suppository
9220	niacinamide
9221	acetaminophen 500 MG / caffeine 65 MG Disintegrating Oral Tablet [Excedrin Quick Tab]
9222	escitalopram 5 MG Oral Tablet
9223	vilazodone hydrochloride 20 MG Oral Tablet
9224	methylprednisolone acetate 40 MG/ML Injectable Suspension [Depo-Medrol]
9225	24 HR nifedipine 60 MG Extended Release Oral Tablet
9226	estradiol cypionate 5 MG/ML Injectable Solution
9227	quinapril
9228	magnesium sulfate 1000 MG Granules for Oral Solution
9229	cannabidiol 100 MG/ML Oral Solution [Epidiolex]
9230	{28 (estradiol 1 MG / norethindrone acetate 0.5 MG Oral Tablet) } Pack [Activella 1/0.5 28 Day]
9231	colesevelam hydrochloride 3750 MG Powder for Oral Suspension [Welchol]
9232	20 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 20 MG/ML Injection
9233	20 ML adenosine 3 MG/ML Injection [Adenoscan]
9234	1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 2.25 MG/ML Injection
9235	24 HR diltiazem hydrochloride 420 MG Extended Release Oral Tablet
9236	lidocaine hydrochloride 50 MG/ML Topical Cream
9237	valsartan 80 MG Oral Capsule
9238	theophylline 100 MG Extended Release Oral Capsule
9239	prednisone 5 MG Delayed Release Oral Tablet [Rayos]
9240	Valproate 250 MG Oral Capsule [Valproic]
9241	Biphasic 12 HR hyoscyamine sulfate 0.375 MG Extended Release Oral Tablet
9242	nystatin 100000 UNT/ML Oral Suspension [Nilstat]
9243	amphetamine aspartate 3.75 MG / amphetamine sulfate 3.75 MG / dextroamphetamine saccharate 3.75 MG / dextroamphetamine sulfate 3.75 MG [Adderall]
9244	24 HR fluvoxamine maleate 150 MG Extended Release Oral Capsule
9245	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML Oral Solution [Guaifen AC]
9246	meprobamate 200 MG Oral Tablet
9247	penicillin G benzathine 900000 UNT/ML / penicillin G procaine 300000 UNT/ML Injectable Suspension
9248	pseudoephedrine hydrochloride 30 MG Oral Capsule
9249	doxycycline hyclate 20 MG Oral Tablet [Periostat]
9250	phenobarbital 15 MG
9251	cholecalciferol 0.01 MG/ML Oral Solution [D-Vi-Sol]
9252	insulin lispro 100 UNT/ML Pen Injector
9253	tetracaine hydrochloride 5 MG/ML Ophthalmic Solution [Tetcaine]
9254	hydrocortisone valerate 0.002 MG/MG
9255	doxycycline hyclate 75 MG Oral Tablet
9256	sumatriptan 5 MG/ACTUAT [Imitrex]
9257	aspirin 500 MG Oral Tablet [Bufferin]
9258	isosorbide dinitrate 20 MG Oral Tablet [Wesorbide]
9259	{7 (24 HR donepezil hydrochloride 10 MG / memantine hydrochloride 14 MG Extended Release Oral Capsule [Namzaric]) / 7 (24 HR donepezil hydrochloride 10 MG / memantine hydrochloride 21 MG Extended Release Oral Capsule [Namzaric]) / 7 (24 HR donepezil hy...
9260	aspirin 200 MG / butalbital 50 MG / caffeine 40 MG / codeine 30 MG Oral Capsule
9261	quinidine sulfate 300 MG
9262	24 HR nitroglycerin 0.2 MG/HR Transdermal System [Minitran]
9263	5 ML bupivacaine hydrochloride 2.5 MG/ML Injection
9264	oxycodone hydrochloride 30 MG Oral Tablet
9265	insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension [Novolin]
9266	insulin, regular, pork
9267	travoprost 0.04 MG/ML Ophthalmic Solution [Travatan]
9268	0.5 ML heparin sodium, porcine 10000 UNT/ML Cartridge
9269	eptifibatide
9270	dapagliflozin 10 MG Oral Tablet
9271	BX Rating 24 HR methylphenidate hydrochloride 36 MG Extended Release Oral Tablet
9272	benzoyl peroxide 100 MG/ML Topical Lotion
9273	tetracaine hydrochloride 5 MG/ML Topical Solution
9274	adapalene
9275	cyclosporine, modified 100 MG Oral Capsule [Neoral]
9276	choline 500 MG Oral Tablet
9277	pantoprazole 40 MG Delayed Release Oral Tablet [Protium brand of pantoprazole sodium]
9278	24 HR hydrochlorothiazide 12.5 MG / metoprolol succinate 25 MG Extended Release Oral Tablet
9279	nitroglycerin 0.004 MG/MG Rectal Ointment [Rectiv]
9280	0.5 ML influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML Prefilled Syringe [Fluzon...
9281	alosetron 1 MG [Lotronex]
9282	tacrolimus 0.001 MG/MG [Protopic]
9283	ibuprofen 500 MG
9284	heparin sodium, porcine 10000 UNT/ML
9285	1 ML angiotensin II 2.5 MG/ML Injection
9286	amlodipine 5 MG / olmesartan medoxomil 20 MG Oral Tablet
9287	10 ML isoproterenol hydrochloride 0.02 MG/ML Prefilled Syringe
9288	azithromycin 33.3 MG/ML Extended Release Suspension [Zmax]
9289	meloxicam 7.5 MG Disintegrating Oral Tablet
9290	phenol 14 MG/ML Mucosal Spray [Ora Relief]
9291	chymotrypsin
9292	codeine phosphate 1.6 MG/ML / guaifenesin 40 MG/ML Oral Solution [Codar GF]
9293	trazodone hydrochloride 100 MG [Desyrel]
9294	spironolactone 50 MG Oral Tablet [Laractone]
9295	doripenem Injection
9296	hydrogen peroxide 0.015 MG/MG Oral Gel [Peroxyl]
9297	sodium phosphate 2 MG/ML
9298	meperidine hydrochloride 50 MG / promethazine hydrochloride 25 MG Oral Capsule
9299	nifedipine 90 MG
9300	pseudoephedrine
9301	mineral oil 0.2 MG/MG / petrolatum 0.8 MG/MG Ophthalmic Ointment
9302	metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet [Janumet]
9303	calcitriol Injection
9304	10 ML sodium bicarbonate 84 MG/ML Prefilled Syringe
9305	0.6 ML sodium hyaluronate 23 MG/ML Prefilled Syringe
9306	lansoprazole 15 MG Disintegrating Oral Tablet [Prevacid]
9307	clobetasol propionate 0.0005 MG/MG Topical Gel
9308	olanzapine 20 MG Oral Tablet [Zyprexa]
9309	2 ML adenosine 3 MG/ML Injection
9310	propafenone hydrochloride 225 MG Oral Tablet
9311	donepezil
9312	ergotamine tartrate 2 MG Sublingual Tablet
9313	paroxetine mesylate 20 MG Oral Tablet [Pexeva]
9314	tinidazole
9315	24 HR loratadine 10 MG / pseudoephedrine sulfate 240 MG Extended Release Oral Tablet [Allerclear]
9316	silodosin 4 MG Oral Capsule [Rapaflo]
9317	12 HR hyoscyamine sulfate 0.375 MG Extended Release Oral Tablet [Levbid]
9318	potassium bicarbonate 0.208 MEQ/ML Oral Solution [K-Vescent]
9319	esomeprazole 40 MG Injection [Nexium]
9320	{21 (dexamethasone 1.5 MG Oral Tablet) } Pack
9321	60 ACTUAT budesonide 0.09 MG/ACTUAT Dry Powder Inhaler
9322	meloxicam 10 MG Oral Capsule
9323	cefaclor 37.4 MG/ML Oral Suspension
9324	buspirone hydrochloride 15 MG
9325	1 ML phenylephrine hydrochloride 10 MG/ML Injection [Neo-Synephrine]
9326	azilsartan medoxomil 80 MG Oral Tablet [Edarbi]
9327	benzoyl peroxide 53 MG/ML Topical Foam [Benzefoam]
9328	dolasetron
9329	estradiol 1.5 MG
9330	2 ML polidocanol 5 MG/ML Injection [Asclera]
9331	{1 (30000 MG) (hydrocortisone 25 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream) / 6 (pramoxine hydrochloride 10 MG/ML Medicated Pad) } Pack
9332	ergocalciferol 200 UNT
9333	cefprozil 50 MG/ML Oral Suspension [Cefzil]
9334	zinc oxide 60 MG/ML Topical Cream [Elta Seal Moisture Barrier]
9335	glimepiride 4 MG / pioglitazone 30 MG Oral Tablet
9336	esomeprazole 20 MG Injection [Nexium]
9337	amphotericin B 30 MG/ML Topical Cream
9338	ascorbic acid 35 MG/ML / cholecalciferol 0.01 MG/ML / ferrous sulfate 50 MG/ML / vitamin A 0.45 MG/ML Oral Solution [Tri-Vi-Sol with Iron]
9339	sumatriptan 100 MG Oral Tablet [Imitrex]
9340	oxycodone hydrochloride 10 MG Oral Tablet
9341	acetaminophen 325 MG / hydrocodone bitartrate 5 MG Oral Tablet [Norco]
9342	ketamine
9343	sotalol hydrochloride 80 MG Oral Tablet
9344	20 ML propofol 10 MG/ML Injection
9345	attapulgite 150 MG/ML Oral Suspension
9346	2 ML lidocaine hydrochloride 10 MG/ML Injection [Xylocaine]
9347	flavoxate hydrochloride 100 MG Oral Tablet
9348	timolol 10 MG Oral Tablet
9349	paroxetine mesylate 40 MG Oral Tablet [Pexeva]
9350	plecanatide
9351	eslicarbazepine acetate 400 MG Oral Tablet
9352	24 HR darifenacin 7.5 MG Extended Release Oral Tablet [Enablex]
9353	16 ML bevacizumab 25 MG/ML Injection
9354	Sprinkle duloxetine 60 MG Delayed Release Oral Capsule
9355	vitamin E 600 UNT
9356	milrinone lactate 0.2 MG/ML
9357	rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML Injectable Solution [Meruvax II]
9358	minocycline 50 MG Oral Capsule [Minocin]
9359	1 ML galcanezumab-gnlm 100 MG/ML Prefilled Syringe [Emgality]
9360	valproic acid 500 MG Delayed Release Oral Capsule
9361	alendronic acid 70 MG / cholecalciferol 5600 UNT Oral Tablet
9362	povidone-iodine 40 MG/ML [Betadine]
9363	ammonium lactate 50 MG/ML Topical Lotion [Geri-Hydrolac]
9364	{7 (niacin 375 MG Extended Release Oral Tablet [Niaspan]) / 7 (niacin 500 MG Extended Release Oral Tablet [Niaspan]) / 7 (niacin 750 MG Extended Release Oral Tablet [Niaspan]) } Pack [Niaspan Starter Pack]
9365	lovastatin 10 MG [Mevacor]
9366	glucose 50 MG/ML Oral Solution
9367	chlorpromazine hydrochloride 50 MG [Thorazine]
9368	salicylic acid 0.1 MG/MG
9369	aspirin 325 MG / carisoprodol 200 MG Oral Tablet [Soma Compound]
9370	metoprolol tartrate 50 MG Oral Tablet [Mepranix]
9371	aripiprazole 2 MG [Abilify]
9372	edrophonium chloride 10 MG/ML Injectable Solution [Enlon]
9373	pseudoephedrine hydrochloride 6 MG/ML Oral Solution [Unifed]
9374	prednisolone 10 MG/ML Ophthalmic Solution [Inflamase Forte]
9375	dexlansoprazole 30 MG Delayed Release Oral Capsule
9376	amlodipine 10 MG / benazepril hydrochloride 20 MG Oral Capsule
9377	triamcinolone acetonide 0.005 MG/MG Topical Ointment
9378	risperidone 2 MG Disintegrating Oral Tablet
9379	retapamulin 0.01 MG/MG Topical Ointment
9380	24 HR linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Jentadueto]
9381	aspirin 81 MG Delayed Release Oral Tablet [Aspi-Cor]
9382	amoxicillin 120 MG/ML / clavulanate 8.58 MG/ML Oral Suspension [Amoclan]
9383	heparin sodium, porcine 10000 UNT/ML Cartridge
9384	trimethobenzamide
9385	doxylamine succinate 25 MG Oral Tablet [Zzzquil Ultra]
9386	difluprednate
9387	prednisolone 10 MG/ML Ophthalmic Solution [Pred-Phosphate]
9388	diltiazem hydrochloride 240 MG [Dilacor]
9389	nefazodone hydrochloride 150 MG [Serzone]
9390	Mesna 200 MG Injectable Solution
9391	fludrocortisone Oral Tablet
9392	zinc sulfate 15 MG
9393	solriamfetol 150 MG Oral Tablet [Sunosi]
9394	fosphenytoin sodium 75 MG/ML Injection
9395	aminophylline 250 MG
9396	tolnaftate 0.01 MG/MG Powder Spray [Tinactin]
9397	acetaminophen 712.8 MG / caffeine 60 MG / dihydrocodeine bitartrate 32 MG Oral Tablet
9398	amoxicillin 400 MG Oral Tablet
9399	spironolactone 25 MG Oral Tablet [Spirolone]
9400	sodium fluoride 2.2 MG Chewable Tablet [Ethedent]
9401	amoxicillin 125 MG Chewable Tablet [Amoxil]
9402	acetazolamide 250 MG
9403	{12 (dexamethasone 0.75 MG Oral Tablet [Decadron]) } Pack [Decadron 5-12]
9404	sodium hyaluronate 0.002 MG/MG Topical Gel [Bionect]
9405	aspirin 65 MG
9406	gentamicin 3 MG/ML Ophthalmic Solution [Gentacidin]
9407	hydrocortisone 30 MG/ML
9408	chlorhexidine gluconate 40 MG/ML Medicated Liquid Soap [Foam Safe]
9409	sulfacetamide sodium 95 MG/ML / sulfur 50 MG/ML Medicated Pad [Avar]
9410	perampanel 12 MG Oral Tablet [FYCOMPA]
9411	maprotiline hydrochloride 75 MG Oral Tablet
9412	24 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet [Wellbutrin]
9413	enoxaparin sodium 100 MG/ML Injectable Solution
9414	nystatin 100 UNT/MG Topical Powder
9415	enalapril maleate 2.5 MG Oral Tablet
9416	prochlorperazine 10 MG Oral Tablet [Compazine]
9417	Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine
9418	fluvoxamine maleate 50 MG Oral Tablet
9419	vitamin E 400 UNT/ML Oral Solution
9420	aluminum hydroxide 120 MG/ML Oral Suspension
9421	pimecrolimus
9422	lidocaine 30 MG/ML Topical Cream
9423	clorazepate dipotassium 3.75 MG Oral Tablet [Tranxene]
9424	interferon alfa-2b 50000000 UNT Injection [Intron A]
9425	sirolimus 1 MG/ML Oral Solution [Rapamune]
9426	furosemide 40 MG [Lasix]
9427	diltiazem 90 MG
9428	mafenide
9429	ubidecarenone 50 MG Chewable Tablet
9430	aspirin / citric acid / sodium bicarbonate Effervescent Oral Tablet [Alka-Seltzer]
9431	0.5 ML Japanese encephalitis virus vaccine Nakayama-NIH strain, inactivated 0.012 MG/ML Prefilled Syringe [Ixiaro]
9432	dicyclomine hydrochloride 20 MG [Bentyl]
9433	melatonin 0.5 MG Oral Tablet
9434	250 ML dexmedetomidine 0.004 MG/ML Injection
9435	pyridoxal
9436	ampicillin 30 MG/ML / sulbactam 15 MG/ML Injectable Solution
9437	metronidazole 7.5 MG/ML Topical Cream [Rozex]
9438	capsaicin 1 MG/ML Topical Cream [Capzasin-HP]
9439	calcium carbonate 700 MG / magnesium hydroxide 300 MG Chewable Tablet
9440	ropinirole 1 MG
9441	morphine sulfate 8 MG/ML
9442	cimetidine 60 MG/ML Oral Solution [Tagamet]
9443	sodium chloride Nasal Solution
9444	mannitol 50 MG/ML
9445	500 ML mannitol 150 MG/ML Injection
9446	potassium chloride 20 MEQ Oral Granules
9447	triamcinolone acetonide 0.005 MG/MG [Kenalog]
9448	butorphanol tartrate 2 MG/ML Injectable Solution [Torbugesic]
9449	benzocaine 200 MG/ML Medicated Pad [Hurricaine]
9450	progesterone 25 MG
9451	benzethonium chloride 1.5 MG/ML Medicated Pad
9452	hydrocortisone 10 MG/ML Topical Lotion [Theracort]
9453	divalproex sodium 500 MG Delayed Release Oral Tablet
9454	tizanidine 4 MG Oral Tablet
9455	melatonin 0.25 MG/ML Oral Solution
9456	linaclotide 0.145 MG Oral Capsule [Linzess]
9457	simvastatin 5 MG Oral Tablet
9458	sulfasalazine 500 MG Delayed Release Oral Tablet
9459	carvedilol 3.125 MG Oral Tablet [Coreg]
9460	rosuvastatin calcium 5 MG Oral Tablet
9461	quetiapine 200 MG Oral Tablet [Seroquel]
9462	dl-alpha tocopheryl acetate 100 UNT Oral Capsule
9463	lidocaine 10 MG
9464	clindamycin 10 MG/ML Medicated Pad
9465	aliskiren 150 MG Oral Tablet
9466	sugammadex 100 MG/ML Injection
9467	gatifloxacin
9468	0.05 ML aflibercept 40 MG/ML Injection
9469	norepinephrine
9470	urea 500 MG/ML Topical Lotion
9471	ciclesonide 0.05 MG/ACTUAT Metered Dose Nasal Spray [Omnaris]
9472	oxycodone hydrochloride 15 MG Oral Tablet [Roxicodone]
9473	dexamethasone 0.1 MG/ML Oral Solution [Baycadron]
9474	bupropion hydrochloride 75 MG Oral Tablet [Wellbutrin]
9475	sulfacetamide
9476	hydrocortisone 5 MG/ML Topical Cream [Cortef]
9477	propranolol hydrochloride 80 MG Oral Tablet [Inderal]
9478	amiloride hydrochloride 5 MG / hydrochlorothiazide 50 MG Oral Tablet [Moduretic]
9479	warfarin sodium 5 MG [Coumadin]
9480	hydromorphone hydrochloride 3 MG [Dilaudid]
9481	domperidone 10 MG
9482	sulfacetamide sodium 100 MG/ML / sulfur 20 MG/ML Medicated Liquid Soap
9483	84 HR estradiol 0.00208 MG/HR Transdermal System [Estraderm]
9484	salsalate 500 MG Oral Tablet [Salsitab]
9485	{14 (cenobamate 12.5 MG Oral Tablet [Xcopri]) / 14 (cenobamate 25 MG Oral Tablet [Xcopri]) } Pack [Xcopri Titration Pack - 12.5 MG (14), 25 MG (14) 28 Count]
9486	24 HR calcium carbonate 200 MG / folic acid 1 MG / pyridoxine 75 MG / vitamin B12 0.012 MG Extended Release Oral Tablet [Folbecal]
9487	ramipril 5 MG Oral Tablet [Altace]
9488	isosorbide dinitrate 5 MG
9489	cortisone acetate 25 MG Oral Tablet
9490	dexchlorpheniramine tannate 0.5 MG/ML / dextromethorphan tannate 5 MG/ML / pseudoephedrine tannate 15 MG/ML Oral Suspension
9491	benzalkonium chloride 1.3 MG/ML / lidocaine hydrochloride 40 MG/ML Topical Spray [Bactine]
9492	diclofenac sodium 0.01 MG/MG Topical Gel
9493	sirolimus 0.5 MG Oral Tablet
9494	mesalamine 400 MG Delayed Release Oral Capsule
9495	60 ACTUAT tiotropium 0.0025 MG/ACTUAT Inhalation Spray [Spiriva]
9496	12 HR oxymorphone hydrochloride 5 MG Extended Release Oral Tablet
9497	0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon]
9498	hydromorphone hydrochloride 8 MG Oral Tablet [Dilaudid]
9499	1 ML alprostadil 0.01 MG/ML Cartridge
9500	magnesium gluconate 500 MG Oral Tablet [Mag-G]
9501	tolnaftate
9502	ibuprofen 600 MG Oral Tablet [Lidifen]
9503	vitamin E 100 UNT Oral Capsule [Aquasol E]
9504	benzoyl peroxide 0.05 MG/MG / erythromycin 0.03 MG/MG Topical Gel [Aktipak]
9505	Emollient clobetasol propionate 0.5 MG/ML Topical Cream
9506	theophylline 250 MG Oral Tablet
9507	melatonin 1 MG Sublingual Tablet
9508	hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet [Accuretic]
9509	amlodipine 5 MG / olmesartan medoxomil 20 MG Oral Tablet [Azor]
9510	glipizide 5 MG Extended Release Oral Tablet
9511	piperacillin 200 MG/ML / tazobactam 25 MG/ML Injectable Solution [Zosyn]
9512	quinapril 20 MG
9513	glycerin 3 MG/ML / propylene glycol 10 MG/ML Ophthalmic Solution
